Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees ,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees,Total Institutional/Government Support and Student Fees,Total Football Spending,Total Football Coaching Salaries,Athletics Related Debt,"Annual Debt Service, Leases and Rental Fees on Athletic Facilities"
University of South Florida,137351,2020,Football Bowl Subdivision,American Athletic Conference,"$60,746,886 ",$0 ,"$5,048,016 ","$990,318 ","$1,776,494 ","$823,351 ","$6,202,043 ","$12,957,202 ","$13,524,493 ","$12,570,297 ","$6,854,670 ","$62,327,858 ","$907,667 ","$6,012,331 ","$6,806,175 ","$292,746 ","$5,781,116 ","$4,477,927 ","$20,958,107 ","$17,091,787 ","$38,049,894 ","$20,675,883 ","$6,873,317 ","$34,549,107 ","$2,759,814 "
University of South Florida,137351,2021,Football Bowl Subdivision,American Athletic Conference,"$50,932,188 ",$0 ,"$2,903,872 ","$1,198,145 ","$396,794 ","$70,435 ","$6,034,692 ","$11,084,072 ","$10,400,841 ","$11,527,910 ","$7,315,427 ","$59,975,230 ","$633,539 ","$6,006,070 ","$6,221,198 ","$15,070 ","$8,788,305 ","$735,828 ","$17,690,170 ","$19,885,050 ","$37,575,220 ","$15,474,757 ","$4,476,008 ","$30,957,643 ","$2,677,011 "
University of Southern Mississippi,176372,2005,Football Bowl Subdivision,Conference USA,"$23,016,663 ",$0 ,"$2,434,677 ","$449,799 ","$1,157,383 ","$471,708 ","$2,532,029 ","$4,082,280 ","$4,214,464 ","$2,948,644 ","$4,725,680 ","$25,317,259 ","$1,108,168 ","$560,049 ","$5,637,651 ","$2,153,304 ","$2,964,864 ","$2,532,661 ","$3,100,973 ","$7,259,589 ","$10,360,562 ","$6,838,213 ","$1,849,268 ","$4,181,405 ","$1,034,066 "
University of Southern Mississippi,176372,2006,Football Bowl Subdivision,Conference USA,"$24,728,301 ",$0 ,"$3,415,195 ","$447,848 ","$457,926 ","$503,237 ","$3,400,801 ","$3,588,197 ","$4,586,557 ","$3,831,126 ","$4,497,414 ","$26,157,305 ","$723,902 ","$1,435,051 ","$6,272,385 ","$1,631,627 ","$4,061,321 ","$2,641,974 ","$2,845,504 ","$6,545,540 ","$9,391,044 ","$7,469,114 ","$2,134,941 ",,"$257,692 "
University of Southern Mississippi,176372,2007,Football Bowl Subdivision,Conference USA,"$24,939,803 ",$0 ,"$4,014,819 ","$686,384 ","$856,887 ","$608,018 ","$2,962,306 ","$4,208,989 ","$4,643,591 ","$2,514,649 ","$4,444,159 ","$26,022,297 ","$495,767 ","$952,702 ","$6,134,151 ","$1,552,564 ","$4,557,683 ","$3,380,500 ","$2,414,569 ","$6,534,360 ","$8,948,929 ","$5,826,137 ","$2,125,768 ","$36,152,118 ","$216,387 "
University of Southern Mississippi,176372,2008,Football Bowl Subdivision,Conference USA,"$23,499,257 ",$0 ,"$3,241,048 ","$256,729 ","$748,368 ","$116,682 ","$3,559,271 ","$1,778,994 ","$4,756,098 ","$4,355,940 ","$4,686,128 ","$23,550,942 ","$1,184,573 ","$1,180,050 ","$3,853,577 ","$1,949,517 ","$3,714,855 ","$2,967,550 ","$2,234,515 ","$6,466,306 ","$8,700,821 ","$7,530,091 ","$2,140,026 ",,
University of Southern Mississippi,176372,2009,Football Bowl Subdivision,Conference USA,"$25,086,080 ",$0 ,"$3,251,560 ","$328,920 ","$825,783 ","$520,928 ","$3,845,562 ","$2,175,443 ","$5,515,770 ","$3,291,528 ","$5,330,585 ","$23,896,363 ","$1,642,663 ","$1,298,883 ","$2,636,282 ","$1,151,776 ","$3,970,198 ","$3,926,990 ","$2,362,080 ","$6,907,491 ","$9,269,571 ","$8,176,260 ","$2,678,210 ","$40,164,848 ","$3,216,011 "
University of Southern Mississippi,176372,2010,Football Bowl Subdivision,Conference USA,"$24,407,872 ",$0 ,"$2,043,511 ","$157,836 ","$670,410 ","$459,017 ","$3,441,053 ","$3,580,151 ","$5,515,130 ","$3,370,418 ","$5,170,346 ","$24,519,443 ","$900,212 ","$1,193,974 ","$4,074,675 ","$852,585 ","$3,967,095 ","$3,589,082 ","$2,415,484 ","$7,526,337 ","$9,941,821 ","$7,987,921 ","$2,732,577 ","$36,790,589 ","$2,292,975 "
University of Southern Mississippi,176372,2011,Football Bowl Subdivision,Conference USA,"$24,938,436 ",$0 ,"$1,967,740 ","$193,500 ","$695,283 ","$490,502 ","$3,763,880 ","$3,611,113 ","$5,546,725 ","$3,371,260 ","$5,298,432 ","$24,904,176 ","$871,799 ","$1,874,771 ","$3,849,553 ","$1,502,869 ","$3,743,858 ","$3,405,659 ","$2,325,677 ","$7,329,990 ","$9,655,666 ","$8,289,036 ","$2,720,492 ","$35,060,212 ","$2,308,994 "
University of Southern Mississippi,176372,2012,Football Bowl Subdivision,Conference USA,"$25,863,374 ",$0 ,"$2,453,379 ","$270,913 ","$685,991 ","$448,077 ","$3,733,046 ","$3,688,621 ","$5,779,001 ","$3,460,802 ","$5,343,544 ","$25,406,111 ","$1,316,896 ","$1,551,924 ","$4,321,744 ","$1,031,088 ","$4,055,849 ","$3,375,270 ","$2,331,076 ","$7,422,264 ","$9,753,341 ","$8,470,800 ","$2,802,055 ","$33,647,171 ","$2,337,883 "
University of Southern Mississippi,176372,2013,Football Bowl Subdivision,Conference USA,"$26,054,036 ",$0 ,"$1,925,600 ","$301,301 ","$1,030,390 ","$490,466 ","$3,237,024 ","$3,762,025 ","$5,511,475 ","$4,087,720 ","$5,708,035 ","$26,492,972 ","$870,706 ","$1,658,302 ","$5,651,764 ","$884,554 ","$2,616,343 ","$3,408,955 ","$4,273,741 ","$7,128,607 ","$11,402,348 ","$9,104,358 ","$2,699,987 ","$32,293,396 ","$2,442,406 "
University of Southern Mississippi,176372,2014,Football Bowl Subdivision,Conference USA,"$26,939,774 ",$0 ,"$2,386,406 ","$316,133 ","$317,131 ","$616,293 ","$3,594,762 ","$3,646,050 ","$5,439,059 ","$4,663,595 ","$5,960,345 ","$26,939,774 ","$876,797 ","$1,657,995 ","$3,861,559 ","$4,144,951 ","$3,088,057 ","$2,535,682 ","$3,965,484 ","$6,809,248 ","$10,774,732 ","$8,535,889 ","$2,379,519 ","$30,813,915 ","$2,376,614 "
University of Southern Mississippi,176372,2015,Football Bowl Subdivision,Conference USA,"$28,063,286 ",$0 ,"$3,063,724 ","$323,092 ","$709,505 ","$709,482 ","$3,468,222 ","$4,098,745 ","$5,168,943 ","$4,518,146 ","$6,003,427 ","$27,406,694 ","$1,483,826 ","$2,588,662 ","$4,789,419 ","$2,159,974 ","$3,728,023 ","$2,610,986 ","$3,091,283 ","$6,954,521 ","$10,045,804 ","$8,726,952 ","$2,367,826 ","$29,574,116 ","$2,483,527 "
University of Southern Mississippi,176372,2016,Football Bowl Subdivision,Conference USA,"$29,258,760 ",$0 ,"$3,572,248 ","$237,367 ","$630,143 ","$603,941 ","$4,891,273 ","$3,841,781 ","$5,299,050 ","$3,927,188 ","$6,255,769 ","$29,258,760 ","$1,341,694 ","$2,022,473 ","$4,400,017 ","$1,724,560 ","$4,875,851 ","$3,924,607 ","$4,132,701 ","$6,836,858 ","$10,969,559 ","$9,866,990 ","$2,347,223 ","$27,801,167 ","$2,376,598 "
University of Southern Mississippi,176372,2017,Football Bowl Subdivision,Conference USA,"$27,914,664 ",$0 ,"$3,361,674 ","$304,938 ","$571,066 ","$703,032 ","$4,405,761 ","$4,100,569 ","$4,798,745 ","$3,154,183 ","$6,514,696 ","$26,514,069 ","$795,576 ","$2,079,023 ","$4,351,279 ","$1,524,212 ","$4,633,779 ","$3,366,106 ","$3,048,933 ","$6,715,161 ","$9,764,094 ","$8,211,079 ","$1,916,430 ","$25,541,083 ","$2,451,316 "
University of Southern Mississippi,176372,2018,Football Bowl Subdivision,Conference USA,"$28,202,886 ",$0 ,"$3,765,352 ","$498,764 ","$425,908 ","$741,829 ","$4,308,201 ","$4,010,412 ","$4,901,099 ","$3,595,901 ","$5,955,421 ","$26,166,853 ","$799,101 ","$2,098,991 ","$4,208,927 ","$2,059,063 ","$3,214,969 ","$2,936,346 ","$4,155,750 ","$6,693,706 ","$10,849,456 ","$7,996,433 ","$1,828,956 ","$23,850,703 ","$2,007,464 "
University of Southern Mississippi,176372,2019,Football Bowl Subdivision,Conference USA,"$27,225,721 ",$0 ,"$1,704,649 ","$414,319 ","$640,632 ","$710,745 ","$4,224,407 ","$4,588,897 ","$5,169,154 ","$3,818,888 ","$5,954,029 ","$27,225,721 ","$988,705 ","$2,053,014 ","$4,897,205 ","$1,701,025 ","$2,809,742 ","$2,564,325 ","$3,342,578 ","$8,869,127 ","$12,211,705 ","$8,237,156 ","$2,234,622 ","$23,005,019 ","$1,802,293 "
University of Southern Mississippi,176372,2020,Football Bowl Subdivision,Conference USA,"$26,832,131 ",$0 ,"$1,077,656 ","$514,925 ","$410,706 ","$584,321 ","$4,064,377 ","$4,859,105 ","$5,511,876 ","$3,831,703 ","$5,977,461 ","$26,832,131 ","$560,895 ","$1,912,229 ","$3,396,237 ","$3,494,818 ","$2,435,539 ","$2,039,059 ","$4,236,391 ","$8,756,963 ","$12,993,354 ","$8,837,789 ","$2,523,047 ","$21,855,698 ","$1,827,045 "
University of Southern Mississippi,176372,2021,Football Bowl Subdivision,Conference USA,"$27,223,468 ",$0 ,"$915,043 ","$1,322,430 ","$392,450 ","$140,106 ","$3,606,124 ","$4,850,667 ","$6,044,267 ","$4,005,708 ","$5,946,673 ","$27,332,585 ","$382,095 ","$515,402 ","$3,363,159 ","$508,000 ","$2,675,643 ","$1,328,480 ","$9,848,087 ","$8,711,719 ","$18,559,806 ","$8,698,148 ","$3,207,974 ","$19,050,000 ","$1,778,462 "
University of Toledo,206084,2005,Football Bowl Subdivision,Mid-American Conference,"$19,842,214 ",$0 ,"$2,521,068 ","$250,921 ","$180,037 ","$521,388 ","$2,705,740 ","$2,715,812 ","$3,079,431 ","$2,197,583 ","$5,670,233 ","$23,714,931 ","$972,860 ","$2,025,753 ","$1,814,629 ","$704,094 ","$1,587,666 ","$1,982,024 ","$2,369,555 ","$12,258,350 ","$14,627,905 ","$5,454,705 ","$1,154,137 ",,
University of Toledo,206084,2006,Football Bowl Subdivision,Mid-American Conference,"$21,854,417 ",$0 ,"$2,889,029 ","$266,544 ","$233,883 ","$552,829 ","$2,961,088 ","$2,235,776 ","$4,680,297 ","$2,237,755 ","$5,797,217 ","$20,875,596 ","$629,381 ","$1,286,612 ","$2,168,411 ","$538,132 ","$927,416 ","$1,925,004 ","$1,789,518 ","$11,611,122 ","$13,400,640 ","$6,402,528 ","$605,242 ",,$0 
University of Toledo,206084,2007,Football Bowl Subdivision,Mid-American Conference,"$21,434,108 ",$0 ,"$1,740,185 ","$321,356 ","$498,572 ","$510,442 ","$2,189,324 ","$2,254,101 ","$4,167,425 ","$2,338,250 ","$7,414,453 ","$22,971,068 ","$1,207,091 ","$959,175 ","$3,111,147 ","$611,159 ","$1,146,533 ","$1,767,018 ","$1,739,884 ","$12,429,061 ","$14,168,946 ","$6,140,649 ","$1,620,481 ",,
University of Toledo,206084,2008,Football Bowl Subdivision,Mid-American Conference,"$22,416,742 ",$0 ,"$1,941,447 ","$276,319 ","$1,006,844 ","$573,808 ","$2,235,349 ","$2,408,467 ","$4,317,083 ","$2,833,950 ","$6,823,474 ","$24,015,754 ","$595,796 ","$1,122,388 ","$5,409,844 ","$404,185 ","$1,188,760 ","$2,015,830 ","$1,562,725 ","$11,716,227 ","$13,278,952 ","$6,636,910 ",,,
University of Toledo,206084,2009,Football Bowl Subdivision,Mid-American Conference,"$24,415,422 ",$0 ,"$375,313 ","$334,581 ","$459,468 ","$526,622 ","$2,191,692 ","$2,199,156 ","$5,104,385 ","$7,193,561 ","$6,030,645 ","$26,068,206 ","$784,862 ","$969,096 ","$6,826,529 ","$952,968 ","$1,021,825 ","$2,064,130 ","$1,381,099 ","$12,067,699 ","$13,448,798 ","$6,253,165 ","$1,864,634 ","$19,547,359 ","$287,734 "
University of Toledo,206084,2010,Football Bowl Subdivision,Mid-American Conference,"$24,889,537 ",$0 ,"$3,769,382 ","$335,716 ","$334,892 ","$711,236 ","$1,813,275 ","$1,292,144 ","$5,749,026 ","$3,115,282 ","$7,768,584 ","$24,811,567 ","$1,027,377 ","$1,749,660 ","$5,495,555 ","$514,836 ","$1,149,150 ","$2,666,725 ",$0 ,"$12,208,263 ","$12,208,263 ","$7,052,226 ","$2,216,034 ",,
University of Toledo,206084,2011,Football Bowl Subdivision,Mid-American Conference,"$24,903,568 ",$0 ,"$3,007,320 ","$255,726 ","$1,090,714 ","$473,216 ","$2,363,634 ","$1,030,113 ","$5,572,570 ","$2,905,519 ","$8,204,755 ","$23,472,889 ","$1,498,786 ","$1,802,164 ","$3,879,692 ","$735,672 ","$1,281,181 ","$2,077,921 ",$0 ,"$12,197,473 ","$12,197,473 ","$7,807,072 ","$2,134,998 ","$59,777,495 ","$2,084,746 "
University of Toledo,206084,2012,Football Bowl Subdivision,Mid-American Conference,"$26,415,510 ",$0 ,"$3,666,774 ","$291,871 ","$910,618 ","$547,833 ","$3,101,357 ","$1,210,116 ","$5,653,074 ","$2,924,610 ","$8,109,258 ","$25,098,285 ","$1,413,187 ","$1,954,662 ","$3,934,656 ","$598,841 ","$1,686,819 ","$2,328,607 ",$0 ,"$13,181,513 ","$13,181,513 ","$8,801,071 ","$2,237,803 ",,
University of Toledo,206084,2013,Football Bowl Subdivision,Mid-American Conference,"$27,513,920 ",$0 ,"$4,078,672 ","$306,726 ","$934,456 ","$468,340 ","$3,597,502 ","$2,383,647 ","$4,318,972 ","$4,175,454 ","$7,250,152 ","$26,816,104 ","$1,591,521 ","$1,790,814 ","$3,709,460 ","$2,118,434 ","$2,329,374 ","$2,307,309 ",$0 ,"$12,969,193 ","$12,969,193 ","$8,675,328 ","$1,609,828 ","$53,612,755 ","$2,098,064 "
University of Toledo,206084,2014,Football Bowl Subdivision,Mid-American Conference,"$30,108,135 ",$0 ,"$3,040,244 ","$327,010 ","$821,834 ","$598,854 ","$2,980,965 ","$4,152,847 ","$5,685,142 ","$3,777,831 ","$8,723,409 ","$25,821,402 ","$2,140,568 ","$1,353,505 ","$2,954,543 ","$1,432,419 ","$1,501,861 ","$1,626,471 ","$2,788,143 ","$12,023,890 ","$14,812,033 ","$7,643,577 ","$2,070,206 ","$50,692,349 ","$2,036,639 "
University of Toledo,206084,2015,Football Bowl Subdivision,Mid-American Conference,"$34,186,632 ",$0 ,"$3,652,554 ","$114,910 ","$881,447 ","$722,904 ","$3,575,238 ","$6,567,699 ","$6,516,409 ","$3,547,260 ","$8,608,210 ","$30,299,979 ","$1,895,843 ",$0 ,"$4,434,063 ","$502,397 ","$4,203,712 ","$1,809,323 ","$5,444,996 ","$12,009,644 ","$17,454,640 ","$8,771,950 ","$2,227,289 ","$48,575,194 ","$2,054,563 "
University of Toledo,206084,2016,Football Bowl Subdivision,Mid-American Conference,"$37,584,017 ",$0 ,"$4,915,198 ","$498,220 ","$899,387 ","$746,993 ","$4,174,200 ","$6,629,066 ","$4,614,059 ","$5,752,117 ","$9,354,776 ","$31,514,201 ","$3,385,837 ","$795,000 ","$2,730,265 ","$1,211,798 ","$4,208,650 ","$2,518,776 ","$4,803,854 ","$11,860,020 ","$16,663,874 ","$10,569,857 ","$1,688,253 ","$45,941,045 ","$2,039,192 "
University of Toledo,206084,2017,Football Bowl Subdivision,Mid-American Conference,"$36,398,303 ",$0 ,"$3,577,474 ","$500,478 ","$735,944 ","$848,106 ","$4,296,290 ","$6,180,023 ","$6,149,616 ","$4,385,979 ","$9,724,392 ","$36,398,303 ","$1,942,983 ","$751,299 ","$3,010,174 ","$593,080 ","$4,622,769 ","$2,181,739 ","$11,688,460 ","$11,607,800 ","$23,296,260 ","$11,105,295 ","$2,575,773 ","$42,986,200 ","$1,995,569 "
University of Toledo,206084,2018,Football Bowl Subdivision,Mid-American Conference,"$36,448,810 ",$0 ,"$3,418,866 ","$469,556 ","$765,908 ","$602,080 ","$4,637,951 ","$6,440,678 ","$6,835,956 ","$4,247,827 ","$9,029,987 ","$36,448,810 ","$992,426 ","$673,517 ","$4,152,449 ","$867,598 ","$5,292,778 ","$1,934,900 ","$11,204,111 ","$11,331,030 ","$22,535,141 ","$11,620,070 ","$3,204,431 ","$40,013,274 ","$2,394,450 "
University of Toledo,206084,2019,Football Bowl Subdivision,Mid-American Conference,"$37,690,452 ",$0 ,"$3,636,844 ","$474,207 ","$1,273,464 ","$639,346 ","$4,449,351 ","$6,149,586 ","$7,057,061 ","$4,546,314 ","$9,464,280 ","$37,690,452 ","$1,144,343 ","$749,869 ","$4,788,324 ","$218,338 ","$4,954,141 ","$2,638,409 ","$12,037,689 ","$11,159,338 ","$23,197,027 ","$12,396,631 ","$3,288,106 ","$36,949,227 ","$2,550,489 "
University of Toledo,206084,2020,Football Bowl Subdivision,Mid-American Conference,"$35,956,629 ",$0 ,"$2,998,211 ","$465,191 ","$673,208 ","$418,198 ","$3,342,314 ","$6,302,824 ","$7,306,304 ","$4,871,770 ","$9,578,610 ","$35,956,629 ","$856,374 ","$657,928 ","$4,415,930 ","$1,264,751 ","$4,134,313 ","$1,937,460 ","$12,640,978 ","$10,048,895 ","$22,689,873 ","$10,434,411 ","$3,471,476 ","$33,979,573 ","$2,508,117 "
University of Toledo,206084,2021,Football Bowl Subdivision,Mid-American Conference,"$29,361,565 ",$0 ,"$1,734,687 ","$380,012 ",$0 ,"$113,730 ","$1,347,291 ","$6,068,667 ","$6,887,072 ","$4,168,640 ","$8,661,466 ","$29,361,565 ","$382,182 ","$202,527 ","$1,204,134 ","$54,000 ","$4,021,840 ","$10,250 ","$13,551,010 ","$9,935,622 ","$23,486,632 ","$8,181,216 ","$3,252,423 ","$30,059,283 ","$2,366,220 "
University of Utah,230764,2005,Football Bowl Subdivision,Mountain West Conference,"$29,570,206 ",$0 ,"$2,817,075 ","$555,773 ","$964,496 ","$566,313 ","$5,665,456 ","$2,350,116 ","$6,295,459 ","$3,926,953 ","$6,428,565 ","$35,390,144 ","$1,699,065 ","$136,115 ","$5,090,306 ","$446,187 ","$10,016,791 ","$9,672,726 ","$3,707,155 ","$4,621,797 ","$8,328,952 ","$9,597,559 ","$2,255,799 ",,
University of Utah,230764,2006,Football Bowl Subdivision,Mountain West Conference,"$32,901,293 ",$0 ,"$5,479,154 ","$460,961 ","$632,226 ","$734,722 ","$5,125,631 ","$2,992,084 ","$7,182,654 ","$4,574,522 ","$5,719,339 ","$33,666,680 ","$3,306,231 ","$101,845 ","$6,554,409 ","$364,265 ","$4,212,754 ","$10,339,583 ","$4,111,630 ","$4,675,962 ","$8,787,592 ","$9,390,192 ","$2,976,767 ",$0 ,$0 
University of Utah,230764,2007,Football Bowl Subdivision,Mountain West Conference,"$34,407,330 ",$0 ,"$4,797,603 ","$448,558 ","$675,653 ","$648,341 ","$5,698,598 ","$3,946,721 ","$6,866,042 ","$4,679,562 ","$6,646,253 ","$33,865,408 ","$2,615,029 ","$524,995 ","$5,951,946 ","$475,701 ","$5,679,143 ","$9,653,377 ","$4,314,839 ","$4,650,377 ","$8,965,216 ","$10,666,100 ","$2,828,943 ",,
University of Utah,230764,2008,Football Bowl Subdivision,Mountain West Conference,"$35,149,754 ",$0 ,"$6,018,872 ","$568,962 ","$635,341 ","$719,053 ","$5,322,841 ","$3,301,803 ","$7,563,122 ","$4,736,660 ","$6,283,098 ","$34,543,730 ","$2,665,296 ","$2,391,054 ","$6,151,138 ","$634,941 ","$4,713,440 ","$9,036,370 ","$4,378,969 ","$4,572,523 ","$8,951,493 ","$11,260,447 ","$3,020,895 ","$12,585,548 ","$1,415,874 "
University of Utah,230764,2009,Football Bowl Subdivision,Mountain West Conference,"$39,536,026 ",$0 ,"$6,718,695 ","$579,033 ","$346,788 ","$797,506 ","$6,347,141 ","$3,411,504 ","$8,352,678 ","$5,963,227 ","$7,019,454 ","$40,450,847 ","$2,469,599 ","$2,579,016 ","$6,584,567 ","$1,256,730 ","$7,880,514 ","$9,945,217 ","$5,037,680 ","$4,697,524 ","$9,735,204 ","$13,165,302 ","$3,749,671 ","$11,127,431 ","$1,503,024 "
University of Utah,230764,2010,Football Bowl Subdivision,Mountain West Conference,"$39,445,709 ",$0 ,"$5,367,120 ","$664,232 ","$828,407 ","$856,790 ","$5,628,835 ","$3,557,221 ","$8,912,033 ","$6,040,288 ","$7,590,784 ","$38,376,474 ","$2,783,514 ","$2,234,471 ","$7,146,363 ","$611,702 ","$5,188,560 ","$9,801,187 ","$5,430,311 ","$5,180,366 ","$10,610,676 ","$13,247,897 ","$3,750,138 ","$9,375,910 ","$1,571,972 "
University of Utah,230764,2011,Football Bowl Subdivision,Mountain West Conference,"$44,386,624 ",$0 ,"$7,560,655 ","$683,301 ","$939,555 ","$907,824 ","$5,676,883 ","$4,174,265 ","$9,187,455 ","$7,354,897 ","$7,901,787 ","$45,886,469 ","$2,765,049 ","$3,272,851 ","$9,155,982 ","$1,866,017 ","$5,004,729 ","$12,520,460 ","$4,781,167 ","$6,520,214 ","$11,301,381 ","$14,191,950 ","$4,071,422 ","$481,855 ","$4,270,437 "
University of Utah,230764,2012,Football Bowl Subdivision,Pacific-12 Conference,"$51,598,378 ",$0 ,"$7,028,032 ","$785,750 ","$1,281,310 ","$1,293,551 ","$6,991,323 ","$5,170,564 ","$11,351,958 ","$8,802,998 ","$8,892,892 ","$48,197,845 ","$2,853,610 ","$3,666,459 ","$9,868,393 ","$447,842 ","$6,257,879 ","$13,322,169 ","$4,685,003 ","$7,096,489 ","$11,781,492 ","$18,544,972 ","$5,543,221 ","$3,540,643 ","$1,187,683 "
University of Utah,230764,2013,Football Bowl Subdivision,Pacific-12 Conference,"$57,600,634 ",$0 ,"$9,383,645 ","$1,052,569 ","$1,281,582 ","$1,377,258 ","$7,034,362 ","$5,568,424 ","$11,765,321 ","$10,792,206 ","$9,345,266 ","$54,500,923 ","$3,837,878 ","$3,898,796 ","$8,674,410 ","$24,238 ","$12,151,646 ","$14,003,618 ","$4,867,127 ","$7,043,210 ","$11,910,337 ","$18,227,540 ","$5,631,136 ","$29,306,210 ","$2,312,961 "
University of Utah,230764,2014,Football Bowl Subdivision,Pacific-12 Conference,"$57,838,857 ",$0 ,"$8,772,062 ","$1,137,390 ","$1,042,756 ","$1,217,350 ","$6,628,103 ","$4,919,001 ","$12,949,672 ","$11,908,693 ","$9,263,832 ","$64,636,342 ","$3,164,515 ","$3,882,053 ","$11,409,262 ","$322,589 ","$18,912,568 ","$15,657,114 ","$4,325,420 ","$6,962,820 ","$11,288,241 ","$18,384,767 ","$6,454,286 ","$57,473,649 ","$2,345,902 "
University of Utah,230764,2015,Football Bowl Subdivision,Pacific-12 Conference,"$67,147,740 ",$0 ,"$9,624,061 ","$1,162,947 ","$2,079,854 ","$1,302,406 ","$7,915,342 ","$7,815,532 ","$15,261,497 ","$12,076,431 ","$9,909,668 ","$71,386,387 ","$3,786,512 ","$4,297,690 ","$9,121,424 ","$1,350,619 ","$27,792,487 ","$14,977,114 ","$3,285,621 ","$6,774,921 ","$10,060,542 ","$21,513,268 ","$6,676,502 ","$87,522,275 ","$2,341,007 "
University of Utah,230764,2016,Football Bowl Subdivision,Pacific-12 Conference,"$88,121,296 ",$0 ,"$14,352,426 ","$1,049,264 ","$1,955,190 ","$1,801,217 ","$10,928,552 ","$14,960,147 ","$17,415,513 ","$13,597,528 ","$12,061,460 ","$89,696,873 ","$3,790,214 ","$6,097,222 ","$9,652,168 ","$504,643 ","$37,028,022 ","$19,166,316 ","$6,588,536 ","$6,869,753 ","$13,458,289 ","$27,917,612 ","$7,655,911 ","$89,426,991 ","$4,339,190 "
University of Utah,230764,2017,Football Bowl Subdivision,Pacific-12 Conference,"$90,228,020 ",$0 ,"$14,532,687 ","$1,333,057 ","$1,521,255 ","$2,076,212 ","$10,862,045 ","$13,813,720 ","$19,109,559 ","$15,164,083 ","$11,815,402 ","$92,496,791 ","$4,640,523 ","$6,128,827 ","$9,983,870 ","$407,966 ","$38,703,514 ","$18,900,378 ","$7,035,899 ","$6,695,816 ","$13,731,714 ","$29,583,659 ","$8,363,145 ","$82,934,861 ","$4,618,451 "
University of Utah,230764,2018,Football Bowl Subdivision,Pacific-12 Conference,"$94,506,535 ",$0 ,"$16,645,631 ","$1,178,956 ","$1,671,982 ","$2,119,531 ","$10,728,786 ","$14,489,301 ","$20,686,486 ","$15,230,031 ","$11,755,831 ","$98,615,497 ","$4,474,070 ","$10,712,898 ","$10,401,183 ","$582,107 ","$38,880,664 ","$20,211,635 ","$6,924,898 ","$6,428,043 ","$13,352,941 ","$32,166,278 ","$9,807,703 ","$51,469,227 ","$5,012,393 "
University of Utah,230764,2019,Football Bowl Subdivision,Pacific-12 Conference,"$101,750,458 ",$0 ,"$16,693,959 ","$1,337,813 ","$1,766,886 ","$2,099,740 ","$11,296,008 ","$15,398,425 ","$21,844,359 ","$18,229,168 ","$13,084,100 ","$105,487,840 ","$5,009,402 ","$12,878,696 ","$13,142,089 ","$492,851 ","$39,491,067 ","$21,124,874 ","$7,011,226 ","$6,337,634 ","$13,348,860 ","$32,921,991 ","$10,382,783 ","$47,838,792 ","$4,922,518 "
University of Utah,230764,2020,Football Bowl Subdivision,Pacific-12 Conference,"$99,657,593 ",$0 ,"$14,281,128 ","$1,036,322 ","$1,431,826 ","$1,500,815 ","$10,548,622 ","$14,715,209 ","$24,256,384 ","$19,244,922 ","$12,642,366 ","$101,784,425 ","$3,050,687 ","$12,156,458 ","$12,492,363 ","$384,241 ","$40,775,284 ","$19,367,717 ","$7,232,309 ","$6,325,367 ","$13,557,675 ","$34,882,970 ","$12,349,307 ","$44,944,941 ","$4,858,001 "
